ID,Title,IsDairyFree,Ready_In_Minutes,Source_URL,cleaned_instructions,total_steps,cleaned_ingredients,total_ingredients,equipment_detected,equipment_complexity,zscore_steps,zscore_ingredients,zscore_equipment,zscore_ready_in_minutes,complexity_score,ingredients_wo_measure,cluster_id,cuisine,recipe_text,complexity_normalized
652393,Moosewood Lentil Soup,TRUE,45,https://www.foodista.com/recipe/TNZ67L5Y/moosewood-lentil-soup,"place lentils water soup pot dutch oven.bring boil, lower heat simmer, let cook lentils mushy 45 minutes. add water needed, soup favorite consistency. heat oil melt butter mediumsized skillet. add onion, celery, carrots, saut medium heat 10 minutes. add garlic, salt, pepper, herbs choice, saut 5 minutes longer. transfer lentils.stir wine, desired, lemon juice molasses brown sugar.taste correct seasonings, simmer least 15 minutes longer. serve hot, little vinegar drizzled onto serving, sprinkling minced scallions parsley top, desired.",10,"6.0 servings pepper, 1.0 tablespoon brown sugar, 1.0 cup carrots, 1.0 cup celery, 3.0 pinches herbs, 1.0 clove garlic, 1.0 tablespoon grapeseed oil, 2.0 tablespoons lemon juice, 3.0 cups lentils, 1.0 large onion, 6.0 servings red wine vinegar, 0.5 teaspoon salt, 1.0 medium tomatoes, 0.25 cup water",14,"['oven', 'pot', 'dutch oven', 'skillet']",4,-0.268676578,0.753832798,1.734352911,-0.147310458,0.548870756,"["" "", "" brown sugar"", "" carrots"", "" celery"", ""pinches herbs"", ""clove garlic"", "" grapeseed oil"", "" lemon juice"", "" lentils"", "" onion"", "" red wine vinegar"", "" "", "" tomatoes"", "" ""]",2,Italian/Mediterranean,"Moosewood Lentil Soup 6.0 servings pepper, 1.0 tablespoon brown sugar, 1.0 cup carrots, 1.0 cup celery, 3.0 pinches herbs, 1.0 clove garlic, 1.0 tablespoon grapeseed oil, 2.0 tablespoons lemon juice, 3.0 cups lentils, 1.0 large onion, 6.0 servings red wine vinegar, 0.5 teaspoon salt, 1.0 medium tomatoes, 0.25 cup water",4
639411,Cilantro Lime Halibut,TRUE,45,https://www.foodista.com/recipe/W2C6K48J/cilantro-lime-halibut,"heat oil large frying pan medium heat. coat filets garlic pepper flesh side. pan heated, add filet flesh side pan sear side. allow cook 30 seconds. flip filets tongs. add white wine pan cover steam. 2 minutes, much wine evaporated. add chicken stock gradually. allow filets steam another couple minutes. add lime juice. bubbling filets opaque way through, add green onions pan swirl sauce moment. remove filets beds lettuce. add tsp blood orange olive, swirl green onions sauce one time pour equal parts fish. garnish fresh cilantro lime wedges. sprinkle salt pepper taste. serve immediately.",16,"0.25 cup chicken stock, 1.0 bunch cilantro, 2.0 green onions, 1.0 lb pacific halibut filets, 2.0 juice lime, 2.0 servings another slug blood orange olive oil, 2.0 tsp mollie stone's blood orange olive oil, 2.0 servings dusting garlic-pepper, 2.0 servings salt pepper, 0.25 cup white wine",10,"['pan', 'frying pan']",2,0.308727745,-0.226716631,0.181067042,-0.147310458,0.117736839,"["" chicken stock"", ""bunch cilantro"", ""green onions"", "" pacific halibut filets"", ""juice lime"", "" another slug blood orange olive oil"", "" mollie stone's blood orange olive oil"", "" dusting garlic-"", ""  "", "" white wine""]",3,Latin American/Mexican,"Cilantro Lime Halibut 0.25 cup chicken stock, 1.0 bunch cilantro, 2.0 green onions, 1.0 lb pacific halibut filets, 2.0 juice lime, 2.0 servings another slug blood orange olive oil, 2.0 tsp mollie stone's blood orange olive oil, 2.0 servings dusting garlic-pepper, 2.0 servings salt pepper, 0.25 cup white wine",3
636228,Broccoli Tartar,TRUE,45,https://www.foodista.com/recipe/364Q5CSN/broccoli-tartar,"soak arame seaweed found healthfood store bowl pure water. put grill oven put pot water fire pinch sea salt.wash pepper, broccoli, parsley tomatoes. carve cross tomatoes, halve peppers remove seeds cut broccoli chunks.when water boils immerse tomatoes leave swim, get let scare cold water. ready go jackets.meanwhile, broccoli swimming 6 minutes boiling water. note water cool back boil, add 5 minutes. get dry cool cold water, stay nice green.the pepper may grill sees black. let cool peel them.chop parsley. put cooled broccoli long narrow bowl blend finely hand blender. add oil vinegar salt. add half parsley mix smooth puree. grainy dry put extra oil. cut unseeded, peeled tomatoes peppers small pieces.the shallot onion may chopped mini pieces. add chopped vegetables puree stir gently spoon. rest chopped parsley may added now. little salt, soy sauce chili powder. start little bit add later desired. herbs de provence embellish whole bright flavor.the seaweed may well water squeeze excess moisture. cut seaweed finely mix carefully puree.with ice cream spoon create beautiful balls sprinkle toasted sesame seeds.bon apptit",26,"1.0 tablespoon apple vinegar, 0.5 broccoli, 2.0 peeled/ tomatoes, 2.0 handfuls parsley, 1.0 teaspoon herbs de provence, 1.0 tablespoon olive oil, 1.0 onion, 1.0 bell pepper, 1.0 small pinch chili powder, 12.0 servings sea salt, 12.0 servings sesame seeds decorate, 1.0 dash soy sauce, 12.0 servings colorful tartar bed vegetables. also touch, 12.0 servings hand blender, 1.0 cup soaked arame, 12.0 servings hand blender, 1.0 cup soaked arame",17,"['oven', 'blender', 'grill', 'pot']",4,1.271068284,1.489244869,1.734352911,-0.147310458,1.311851115,"["" apple vinegar"", ""broccoli"", ""peeled/ tomatoes"", "" parsley"", "" herbs de provence"", "" olive oil"", ""onion"", ""bell "", ""  chili powder"", "" sea "", "" sesame seeds decorate"", ""dash soy sauce"", "" colorful tartar bed vegetables. also touch"", "" hand blender"", "" soaked arame"", "" hand blender"", "" soaked arame""]",0,Asian,"Broccoli Tartar 1.0 tablespoon apple vinegar, 0.5 broccoli, 2.0 peeled/ tomatoes, 2.0 handfuls parsley, 1.0 teaspoon herbs de provence, 1.0 tablespoon olive oil, 1.0 onion, 1.0 bell pepper, 1.0 small pinch chili powder, 12.0 servings sea salt, 12.0 servings sesame seeds decorate, 1.0 dash soy sauce, 12.0 servings colorful tartar bed vegetables. also touch, 12.0 servings hand blender, 1.0 cup soaked arame, 12.0 servings hand blender, 1.0 cup soaked arame",6
664680,Vegetarian Mushroom Shepherd's Pie,TRUE,45,https://www.foodista.com/recipe/Q8LZSX4D/vegetarian-mushroom-shepherd-s-pie-with-vegan-version,"peel potatoes put large pot filled water boil theyre tender mash let cool , chop mushrooms, carrot red bell pepper , add food processor pulse ingredients well mixed together , heat oil large skillet , add mixture above, diced onions, chopped dill parsley, soy granules, eggs egg substitute spices saut 10 minutes , added soy granules without boiling mushrooms contain lot water soy granules absorb excess water , put parchment paper bottom casserole divide mashed potatoes two , place first half casserole spread spatula , add filling , place half mashed potatoes , heat oven 39, put casserole oven cook 40 minutes , dont serve immediately , let cool least half hour ",37,"1.0 kg skin potatoes, 100.0 g soy granules, 1.0 kg mushrooms, 1.0 carrot, 1.0 bell pepper, 2.0 onions, 1.0 bunch dill, 1.0 bunch parsley, 2.0 eggs, 12.0 servings sea salt, 0.5 tsp ground pepper, 1.0 tsp paprika, 1.0 tbsp thyme, 2.0 tbsp unrefined sunflower oil",14,"['oven', 'food processor', 'pot', 'skillet']",4,2.329642877,0.753832798,1.734352911,-0.147310458,1.588198538,"[""kg skin potatoes"", "" soy granules"", ""kg mushrooms"", ""carrot"", ""bell "", ""onions"", ""bunch dill"", ""bunch parsley"", ""eggs"", "" sea "", "" ground "", "" paprika"", "" thyme"", "" unrefined sunflower oil""]",2,Italian/Mediterranean,"Vegetarian Mushroom Shepherd's Pie 1.0 kg skin potatoes, 100.0 g soy granules, 1.0 kg mushrooms, 1.0 carrot, 1.0 bell pepper, 2.0 onions, 1.0 bunch dill, 1.0 bunch parsley, 2.0 eggs, 12.0 servings sea salt, 0.5 tsp ground pepper, 1.0 tsp paprika, 1.0 tbsp thyme, 2.0 tbsp unrefined sunflower oil",7
715391,Slow Cooker Chicken Taco Soup,TRUE,485,https://www.pinkwhen.com/slow-cooker-chicken-taco-soup-recipe/,"ingredients added, allow cook day 8 hours low. wanting make little faster, turn high cook 4 hours.when chicken taco soup ready serve, add crushed tortilla shells, shredded cheddar cheese, little sour cream.",3,"15.0 oz black beans, 20.0 oz tomatoes, 15.0 oz canned tomatoes, 15.0 oz chili beans, 15.0 oz kernal corn, 1.0 large onion, 3.0 chicken breasts",7,[],0,-0.942314955,-0.962128702,-1.372218826,6.934756105,-0.28754176,"["" black beans"", "" tomatoes"", "" canned tomatoes"", "" chili beans"", "" kernal corn"", "" onion"", ""chicken breasts""]",1,Tex-Mex and Southwestern,"Slow Cooker Chicken Taco Soup 15.0 oz black beans, 20.0 oz tomatoes, 15.0 oz canned tomatoes, 15.0 oz chili beans, 15.0 oz kernal corn, 1.0 large onion, 3.0 chicken breasts",2
1132339,Garlic Lemon Chili Broccoli,TRUE,30,https://foodwishes.blogspot.com/2010/06/will-this-great-broccoli-salad-become.html,whatch video,1,"1.5 pounds broccoli, 3.0 cloves garlic, 2.0 tbsp lemon juice, 2.0 tbsp rice vinegar, 0.5 tsp dijon mustard, 0.33333334 cup olive oil, 2.0 servings red pepper flakes, 2.0 servings salt pepper",8,[],0,-1.134783063,-0.716991345,-1.372218826,-0.388744545,-1.047851597,"["" broccoli"", ""cloves garlic"", "" lemon juice"", "" rice vinegar"", "" dijon mustard"", "" olive oil"", "" red  flakes"", ""  ""]",5,Italian/Mediterranean,"Garlic Lemon Chili Broccoli 1.5 pounds broccoli, 3.0 cloves garlic, 2.0 tbsp lemon juice, 2.0 tbsp rice vinegar, 0.5 tsp dijon mustard, 0.33333334 cup olive oil, 2.0 servings red pepper flakes, 2.0 servings salt pepper",0
659927,Shrimp and Avocado Salad,TRUE,45,https://www.foodista.com/recipe/ZTNWCWQP/shrimp-and-avocado-salad,"firstly, cook shrimp, heat olive oil pan hot add shrimp crushed garlic chili flakes. important get oil nice hot smoking, point shrimp sizzle added pan. check back shrimp see colour change half way up, turn over. side. take minute two minutes maximum sides otherwise get rubbery result leave long. squeeze lime juice bubble reduce. add little salt pepper, stir through, remove heat set aside. mix dressing ingredients together, check flavour, adjust need set aside. place salad ingredients bowl except avocado salt pepper. prepare avocado serve otherwise turn brown. covered lime dressing, slow oxidization process wont go brown easily. ready serve mix avocado salad add dressing. toss everything together. taste see need salt pepper. place shrimp top salad rest avocado sprinklepour residue pan salad cooked shrimp. great flavour, dont want lose it.",16,"4.0 servings shrimp, 600.0 gr shrimp, 2.0 garlic cloves, 1.0 tbsp olive oil, 1.0 juice lime, 4.0 servings salt pepper, 4.0 servings salad, 1.0 leaves 1 cos lettuce, 0.75 basil leaves, 200.0 gr corn, 3.0 spring onions, 600.0 gr pineapple, 2.0 avocados cubes, 4.0 servings avocado, 4.0 servings dressing, 3.0 tbsp olive oil, 3.0 tbsp honey, 3.0 juice lime",18,['pan'],1,0.308727745,1.734382226,-0.595575892,-0.147310458,0.27696373,"["" shrimp"", ""gr shrimp"", ""garlic cloves"", "" olive oil"", ""juice lime"", ""  "", "" salad"", ""leaves cos lettuce"", ""basil leaves"", ""gr corn"", ""spring onions"", ""gr pineapple"", ""avocados cubes"", "" avocado"", "" dressing"", "" olive oil"", "" honey"", ""juice lime""]",3,Latin American/Mexican,"Shrimp and Avocado Salad 4.0 servings shrimp, 600.0 gr shrimp, 2.0 garlic cloves, 1.0 tbsp olive oil, 1.0 juice lime, 4.0 servings salt pepper, 4.0 servings salad, 1.0 leaves 1 cos lettuce, 0.75 basil leaves, 200.0 gr corn, 3.0 spring onions, 600.0 gr pineapple, 2.0 avocados cubes, 4.0 servings avocado, 4.0 servings dressing, 3.0 tbsp olive oil, 3.0 tbsp honey, 3.0 juice lime",4
716217,"Vietnamese Pancakes with Vegetables, Herbs and a Fragrant Dipping Sauce (Bánh Xèo)",TRUE,45,https://www.foodandspice.com/2012/05/vietnamese-pancakes-with-vegetables.html,"begin preparing pancake batter. whisk together rice flour, egg, sea salt, turmeric, cayenne green chili. gradually whisk coconut milk. mixture smooth, semithick batter pouring consistency. add little water necessary. cover set aside prepare rest food.now prepare sauce. whisk together ingredients set aside.for filling, combine carrot, radish, green onions, green chilies snow peas. put herbs another bowl sprouts ready along mushrooms. heat teaspoon oil medium heat nonstick skillet. hot, ladle 12 cup batter pan spread bottom ladle roughly 6 8 inch pancake. fry 6 8 minutes small holes forming bottom crispy brown, flip fry another minutes side. transfer plate keep warm 150 oven finish rest pancakes finish 4 6 pancakes.to serve, scatter portion vegetables, herbs mushrooms one half pancake. sprinkle sauce top fold pancake. drizzle sauce go.",17,"1.3333334 cups brown rice flour, 0.5 tablespoon brown sugar, 1.0 large carrot, 1.0 pinch cayenne, 1.75 cups coconut milk, 1.0 medium daikon radish, 1.0 egg, 1.0 cup enoki mushrooms, 0.6666667 cup basil leaves, 1.0 inch ginger, 0.25 cup mint leaves, 1.0 cup parsley, 1.0 clove garlic, 1.0 chili, 2.0 chilies, 4.0 green onions, 2.0 juice lime, 1.0 cup mung bean sprouts, 2.0 chilies, 1.0 tablespoon rice vinegar, 0.5 teaspoon sea salt, 1.5 tablespoons sesame oil, 6.0 servings sesame oil, 1.5 cups snow peas, 1.0 tablespoon tamari sauce, 1.0 teaspoon turmeric",26,"['oven', 'pan', 'skillet', 'whisk']",4,0.404961799,3.695481083,1.734352911,-0.147310458,1.406655764,"["" brown rice flour"", "" brown sugar"", "" carrot"", "" cayenne"", "" coconut milk"", "" daikon radish"", ""egg"", "" enoki mushrooms"", "" basil leaves"", ""inch ginger"", "" mint leaves"", "" parsley"", ""clove garlic"", ""chili"", ""chilies"", ""green onions"", ""juice lime"", "" mung bean sprouts"", ""chilies"", "" rice vinegar"", "" sea "", "" sesame oil"", "" sesame oil"", "" snow peas"", "" tamari sauce"", "" turmeric""]",0,Asian,"Vietnamese Pancakes with Vegetables, Herbs and a Fragrant Dipping Sauce (Bánh Xèo) 1.3333334 cups brown rice flour, 0.5 tablespoon brown sugar, 1.0 large carrot, 1.0 pinch cayenne, 1.75 cups coconut milk, 1.0 medium daikon radish, 1.0 egg, 1.0 cup enoki mushrooms, 0.6666667 cup basil leaves, 1.0 inch ginger, 0.25 cup mint leaves, 1.0 cup parsley, 1.0 clove garlic, 1.0 chili, 2.0 chilies, 4.0 green onions, 2.0 juice lime, 1.0 cup mung bean sprouts, 2.0 chilies, 1.0 tablespoon rice vinegar, 0.5 teaspoon sea salt, 1.5 tablespoons sesame oil, 6.0 servings sesame oil, 1.5 cups snow peas, 1.0 tablespoon tamari sauce, 1.0 teaspoon turmeric",6
659109,Salmon Quinoa Risotto,TRUE,45,https://www.foodista.com/recipe/KH5STR7N/salmon-quinoa-risotto,"4 quart saucepan, heat 2 tablespoons olive oil medium high heat. oil shimmering, add diced onion. saute onion transparent. add quinoa onion mixture stir, toast quinoa, 2 minutes. add 1 cup vegetable stock quinoa onions. stir stock absorbed. stock absorbed, add 1 cup stock. continue stirring stock absorbed. add remaining stock 12 cup intervals, stirring stock absorbed. remove heat. preparing onion quinoa mixture, heat 1 tablespoon oil saute pan chopped garlic medium high heat. garlic sizzling, add chopped kale pan. turn kale coat oil garlic. turn kale mixture fragrant approximately 2 minutes. remove kale mixture heat. quinoa complete, add kale salmon. stir combine. add salt pepper taste.",18,"1.0 cup quinoa, 1.0 medium onion, 8.0 leaves kale, 5.0 garlic cloves, 3.0 tablespoons olive oil, 10.0 ounces poached salmon, 32.0 ounces vegetable stock, 4.0 servings salt, 4.0 servings bell pepper",9,"['pan', 'saucepan']",2,0.501195853,-0.471853988,0.181067042,-0.147310458,0.14569661,"["" quinoa"", "" onion"", ""leaves kale"", ""garlic cloves"", "" olive oil"", "" poached salmon"", "" vegetable stock"", "" "", "" bell ""]",4,European Comfort Foods,"Salmon Quinoa Risotto 1.0 cup quinoa, 1.0 medium onion, 8.0 leaves kale, 5.0 garlic cloves, 3.0 tablespoons olive oil, 10.0 ounces poached salmon, 32.0 ounces vegetable stock, 4.0 servings salt, 4.0 servings bell pepper",3
644826,Gluten Free Dairy Free Sugar Free Chinese Chicken Salad,TRUE,45,https://www.foodista.com/recipe/ZSNGMXBF/gluten-free-dairy-free-sugar-free-chinese-chicken-salad,"saladfinely slice red, green cabbage. remove ends finely slice romaine lettuce.trim ends scallions white green side finely slice.peel grate carrots, put mini food processor finely chop.peel clementines remove pith slices.",5,"5.0 ml apple cider vinegar, 1.0 teaspoon pepper, 1.5 tablespoons sesame seeds, 3.0 carrots, 0.25 c extra virgin olive oil, 0.5 cabbage, 0.5 teaspoon kosher salt, 6.0 satsuma mandarins, 0.5 cabbage, 3.0 chicken breasts roasted, 2.0 bunches romaine lettuce hearts, 6.0 scallions, 3.0 tablespoons sesame oil, 1.0 juice 1 mandarin cut crosswise tablespoon jar strainer, 3.0 tablespoons sesame seeds, 1.5 tablespoons xylitol",16,['food processor'],1,-0.749846848,1.244107512,-0.595575892,-0.147310458,-0.24452105,"["" apple cider vinegar"", "" "", "" sesame seeds"", ""carrots"", ""c  virgin olive oil"", ""cabbage"", "" kosher "", ""satsuma mandarins"", ""cabbage"", ""chicken breasts roasted"", ""bunches romaine lettuce hearts"", ""scallions"", "" sesame oil"", ""juice mandarin cut crosswise  jar strainer"", "" sesame seeds"", "" xylitol""]",0,Asian,"Gluten Free Dairy Free Sugar Free Chinese Chicken Salad 5.0 ml apple cider vinegar, 1.0 teaspoon pepper, 1.5 tablespoons sesame seeds, 3.0 carrots, 0.25 c extra virgin olive oil, 0.5 cabbage, 0.5 teaspoon kosher salt, 6.0 satsuma mandarins, 0.5 cabbage, 3.0 chicken breasts roasted, 2.0 bunches romaine lettuce hearts, 6.0 scallions, 3.0 tablespoons sesame oil, 1.0 juice 1 mandarin cut crosswise tablespoon jar strainer, 3.0 tablespoons sesame seeds, 1.5 tablespoons xylitol",2
1000566,Easy Instant Pot Beef Tips and Rice,TRUE,30,https://www.pinkwhen.com/beef-tips-and-rice/,"set instant pot saute setting. warm, add olive oil, beef tips, onion. stir saut 5 minutes meat starts brown. add water, dales, cream mushroom soup, garlic powder. stir mix well, cover lid. cook manual setting high pressure 25 minutes. take minutes come pressure. done, allow naturally release 20 minutes. serve rice sub noodles mashed potatoes serve french bread sop gravy.",9,"2.0 pounds sirloin beef tips, 1.0 large cream mushroom soup, 1.0 tbsp garlic powder, 0.33333334 cup dale's seasoning sauce, 1.0 tsp olive oil, 0.5 medium onion, 0.5 cup water",7,"['instant pot', 'pot']",2,-0.364910632,-0.962128702,0.181067042,-0.388744545,-0.322944335,"["" sirloin beef tips"", "" cream mushroom soup"", "" garlic powder"", "" dale's seasoning sauce"", "" olive oil"", "" onion"", "" ""]",6,Indian and Global Fusion,"Easy Instant Pot Beef Tips and Rice 2.0 pounds sirloin beef tips, 1.0 large cream mushroom soup, 1.0 tbsp garlic powder, 0.33333334 cup dale's seasoning sauce, 1.0 tsp olive oil, 0.5 medium onion, 0.5 cup water",2
657719,Radish & Snap Pea Quinoa Salad,FALSE,45,https://www.foodista.com/recipe/684WRQ6L/radish-snap-pea-quinoa-salad,"make quinoa combine quinoa water sauce pan bring boil. reduce heat simmer mediumlow, stir quinoa, cover cook 10 15 minutes water absorbed. remove heat, let sit 5 minutes, fluff fork. cool quinoa bit making salad. quinoa made several days advance kept fridge needed using.",5,"1.0 cup quinoa, 2.0 cups water, 1.0 pint snap peas, 7.0 medium radishes, 1.0 large handful flat leaf parsley, 0.25 cup yogurt, 2.0 tbsp tahini, 0.5 juice lemon, 4.0 servings sea salt, 4.0 servings water",10,['pan'],1,-0.749846848,-0.226716631,-0.595575892,-0.147310458,-0.538685879,"["" quinoa"", "" "", ""pint snap peas"", "" radishes"", ""  flat leaf parsley"", "" yogurt"", "" tahini"", ""juice lemon"", "" sea "", "" ""]",2,Italian/Mediterranean,"Radish & Snap Pea Quinoa Salad 1.0 cup quinoa, 2.0 cups water, 1.0 pint snap peas, 7.0 medium radishes, 1.0 large handful flat leaf parsley, 0.25 cup yogurt, 2.0 tbsp tahini, 0.5 juice lemon, 4.0 servings sea salt, 4.0 servings water",2
659143,"Salmon, Watercress, Fennel and Baby Beetroot Salad With Lemony ""Caviar"" Dressing",TRUE,45,https://www.foodista.com/recipe/WHSTLX2T/salmon-watercress-fennel-and-baby-beetroot-salad-with-lemony-arenkha-msc-dressing,"place salmon pan, cover water, add wine, bay tarragon stalks. bring boil immediately turn leave couple minutes cook residual heat. remove plate slotted spoon leave cool flaking large pieces.make dressing lightly whisking olive oil lemon juice together. stir arnkha msc season black pepper.next, arrange watercress, beets fennel 4 shallow salad bowls, add salmon tarragon. drizzle arnkha msc dressing serve.",7,"4.0 teaspoons arënkha msc caviar substitute, 12.0 baby beets, 1.0 bay leaf, 4.0 servings pepper, 6.0 tbsp extra virgin olive oil, 1.0 head fennel, 2.0 tbsp lemon juice, 16.0 oz salmon fillets, 4.0 servings tarragon stalks, 9.0 servings tarragon leaves, 1.0 bunch watercress, 1.0 tablespoon white wine",12,['pan'],1,-0.55737874,0.263558083,-0.595575892,-0.147310458,-0.363643693,"["" ar\uebnkha msc caviar substitute"", ""baby beets"", ""bay leaf"", "" "", ""  virgin olive oil"", ""head fennel"", "" lemon juice"", "" salmon fillets"", "" tarragon stalks"", "" tarragon leaves"", ""bunch watercress"", "" white wine""]",5,Italian/Mediterranean,"Salmon, Watercress, Fennel and Baby Beetroot Salad With Lemony ""Caviar"" Dressing 4.0 teaspoons arënkha msc caviar substitute, 12.0 baby beets, 1.0 bay leaf, 4.0 servings pepper, 6.0 tbsp extra virgin olive oil, 1.0 head fennel, 2.0 tbsp lemon juice, 16.0 oz salmon fillets, 4.0 servings tarragon stalks, 9.0 servings tarragon leaves, 1.0 bunch watercress, 1.0 tablespoon white wine",2
645978,Ground Turkey Stuffed Peppers,FALSE,45,https://www.foodista.com/recipe/VKY3BZ5J/ground-turkey-stuffed-peppers,cook rice knead together remaining filling ingredients. cut tops peppers fill one. place slow cooker large stovetop pot. mix together sauce ingredients. top stuffed pepper sauce pour remaining sauce around stuffed peppers. cook mediumlow hour. top grated parmesan cheese little parsley looks serve warm.,7,"4.0 bell peppers, 1.0 tsp pepper, 8.0 oz tomato sauce, 8.0 oz canned tomatoes, 2.0 tbsp parsley, 2.0 eggs, 1.0 tbsp garlic, 0.5 lb ground beef, 0.5 lb ground turkey, 1.0 onion, 0.25 cup parmesan cheese, 0.5 cup rice, 1.0 tbsp sugar, 8.0 oz tomato soup, 1.0 tbsp worcestershire sauce",15,"['slow cooker', 'pot']",2,-0.55737874,0.998970155,0.181067042,-0.147310458,0.016431602,"[""bell peppers"", "" "", "" tomato sauce"", "" canned tomatoes"", "" parsley"", ""eggs"", "" garlic"", "" ground beef"", "" ground turkey"", ""onion"", "" parmesan cheese"", "" rice"", "" sugar"", "" tomato soup"", "" worcestershire sauce""]",1,Tex-Mex and Southwestern,"Ground Turkey Stuffed Peppers 4.0 bell peppers, 1.0 tsp pepper, 8.0 oz tomato sauce, 8.0 oz canned tomatoes, 2.0 tbsp parsley, 2.0 eggs, 1.0 tbsp garlic, 0.5 lb ground beef, 0.5 lb ground turkey, 1.0 onion, 0.25 cup parmesan cheese, 0.5 cup rice, 1.0 tbsp sugar, 8.0 oz tomato soup, 1.0 tbsp worcestershire sauce",3
715544,Brown Butter Twice Baked Sweet Potatoes,FALSE,95,https://www.pinkwhen.com/brown-butter-twice-baked-sweet-potatoes/,"preheat oven 400 degrees f. poke sweet potatoes fork place directly rack oven. place piece foil rack reduce mess. bake sweet potatoes 4550 minutes tender. times may vary depending hot oven gets. remove potatoes oven let stand room temperature cool enough handle, 2030 minutes. leave oven on.while potatoes cooling, melt butter medium heat. continue cook butter, stirring frequently, brown bits begin form bottom pan, 56 minutes. pay close attention butter quickly go brown burnt matter seconds. see brown bits forming nutty aroma fills air, pull butter heat immediately. set aside. cut tops sweet potatoes, lengthwise. scoop sweet potato flesh medium bowl, leaving skins tact. bowl, add brown butter, 2 tablespoons fresh parsley, 34 chopped bacon, 4 ounces goats cheese. sprinkle salt black pepper taste mash ingredients together combined. scoop filling back sweet potatoes. place potatoes baking sheet lined foil parchment paper. place back oven bake 25 minutes.while potatoes baking second time, prepare avocado cream. bowl food processor blender, combine avocados, sour cream buttermilk. add dash salt pepper pulse completely smooth creamy.once potatoes baked, remove oven. sprinkle remaining parsley, bacon goats cheese. drizzle avocado cream serve immediately.enjoyi hope enjoy recipe brown butter twice baked sweet potatoes",25,"2.0 avocados, 2.0 tablespoons buttermilk, 4.0 strips bacon, 0.25 cup parsley, 6.0 ounces goat's cheese, 4.0 servings salt pepper, 0.5 cup cream, 4.0 medium sweet potatoes, 6.0 tablespoons butter",9,"['oven', 'pan', 'blender', 'food processor', 'baking sheet']",5,1.17483423,-0.471853988,2.510995845,0.657469833,1.194608631,"[""avocados"", "" buttermilk"", ""strips bacon"", "" parsley"", "" goat's cheese"", ""  "", "" cream"", "" sweet potatoes"", "" butter""]",4,European Comfort Foods,"Brown Butter Twice Baked Sweet Potatoes 2.0 avocados, 2.0 tablespoons buttermilk, 4.0 strips bacon, 0.25 cup parsley, 6.0 ounces goat's cheese, 4.0 servings salt pepper, 0.5 cup cream, 4.0 medium sweet potatoes, 6.0 tablespoons butter",6
716364,Rice and Peas with Coconut Curry Mackerel,TRUE,45,https://www.afrolems.com/2014/10/31/rice-and-peas-with-coconut-curry-mackerel/,"pour 1 cup coconut milk pot 1 seasoning cube allow boil minute. pour rice peas boiling coconut milk pour 2 cups water leave boil till rice peas soft low heat.in separate pot, season bring mackerel boil rest coconut milk, curry powder water.toss chopped onion, scotch bonnet peppers garlic allow simmer medium heat.once fish cooked, add corn starch thicken sauce allow simmer 4 minutes low heat. serve rice peas",5,"2.0 cups coconut milk, 1.0 tablespoon corn starch, 2.0 tablespoons curry powder, 1.0 clove garlic, 4.0 servings seasoning cubes, 1.0 medium piece mackerel, 0.5 bulb onion, 0.5 cup kidney beans, 1.0 cup rice, 3.0 scotch bonnet peppers",10,['pot'],1,-0.749846848,-0.226716631,-0.595575892,-0.147310458,-0.538685879,"["" coconut milk"", "" corn starch"", "" curry powder"", ""clove garlic"", "" seasoning cubes"", "" piece mackerel"", ""bulb onion"", "" kidney beans"", "" rice"", ""scotch bonnet peppers""]",6,Indian and Global Fusion,"Rice and Peas with Coconut Curry Mackerel 2.0 cups coconut milk, 1.0 tablespoon corn starch, 2.0 tablespoons curry powder, 1.0 clove garlic, 4.0 servings seasoning cubes, 1.0 medium piece mackerel, 0.5 bulb onion, 0.5 cup kidney beans, 1.0 cup rice, 3.0 scotch bonnet peppers",2
633226,Baby Bok Choy Stir Fry,TRUE,45,https://www.foodista.com/recipe/4KHXC282/baby-bok-choy-stir-fry,"heat oil large nonstick skillet medium high heat. add shallots cook 3 4 minutes soften. add bok choy, leaving leafy pieces aside. cook another 3 4 minutes crisp tender. add remaining ingredients except almonds. top almonds.",6,"1.0 pound bok choy, 2.0 large shallot, 2.0 cloves garlic, 0.5 tablespoon coconut oil, 1.0 pinch salt, 1.0 pinch pepper, 1.0 pinch pepper flakes, 2.0 tablespoons almonds",8,['skillet'],1,-0.653612794,-0.716991345,-0.595575892,-0.147310458,-0.5982472,"["" bok choy"", "" shallot"", ""cloves garlic"", "" coconut oil"", "" "", "" "", ""  flakes"", "" almonds""]",4,European Comfort Foods,"Baby Bok Choy Stir Fry 1.0 pound bok choy, 2.0 large shallot, 2.0 cloves garlic, 0.5 tablespoon coconut oil, 1.0 pinch salt, 1.0 pinch pepper, 1.0 pinch pepper flakes, 2.0 tablespoons almonds",2
